featureid	rab.all	rab.win.mother-post	rab.win.mother-pre	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Capnodiales_fam_Incertae_sedis;g__Phaeotheca;s__Phaeotheca_salicorniae;ASV__ASV_125_Phaeotheca_salicorniae	0.579821754805533	0.646802712870727	0.529799589823555	-0.175269194977938	4.44925239009824	-0.030551922231539	0.480046270077069	0.485923845047423	0.906148491377197	0.477368266382013	0.910588005389256
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Capnodiales_fam_Incertae_sedis;g__Phaeotheca;s__Phaeotheca_salicorniae;ASV__ASV_483_Phaeotheca_salicorniae	0.508718594447778	0.547004956587312	0.459191290909309	-0.178373040965873	4.29802679413921	-0.0326870440144332	0.481481481999009	0.496732885797216	0.905309198181344	0.514515768445601	0.916925899550166
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_cladosporioides;ASV__ASV_12_Cladosporium_cladosporioides	0.749153237297151	0.77545881658398	0.73003713187839	0.0983410817633392	4.84797161956069	0.0187952441286939	0.489300173809104	0.543258232957658	0.921914275723276	0.531125323623824	0.917634812288283
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_cladosporioides;ASV__ASV_13_Cladosporium_cladosporioides	1.58103297400165	1.27139330525893	1.92313286368557	0.932693439697074	5.88544059294956	0.150274348274574	0.429976853845164	0.439567561116362	0.908602524289554	0.4394585815333	0.906751100408032
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_cladosporioides;ASV__ASV_173_Cladosporium_cladosporioides	0.577851513886718	0.519574813393571	0.635172062825882	0.195839485740446	4.40940192327793	0.036190542284523	0.479745370936569	0.525090367631683	0.91370696144963	0.517322299757284	0.915980283749854
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_cladosporioides;ASV__ASV_290_Cladosporium_cladosporioides	0.585354384056495	0.661615024738125	0.495645382301461	-0.23890718667524	4.36270065671918	-0.0477887881701152	0.473958334062085	0.456273826044509	0.903167394905422	0.490642903927084	0.916091122707516
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_cladosporioides;ASV__ASV_443_Cladosporium_cladosporioides	0.505922580420826	0.438264584515126	0.59278928298007	0.185181323428076	4.29788312784086	0.0373848600409743	0.482938114993232	0.475092658563231	0.913559256292197	0.510857527306119	0.927292032980722
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_cladosporioides;ASV__ASV_499_Cladosporium_cladosporioides	0.560921248515449	0.489403718547417	0.618089416795549	0.225020052664354	4.4084389669193	0.0421328942914799	0.476273148811815	0.504534432519982	0.908467411475588	0.495472426684123	0.912188362040359
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_cladosporioides;ASV__ASV_557_Cladosporium_cladosporioides	0.563530148439312	0.548010016888611	0.594053002463609	0.116038469486959	4.16750495968966	0.0276602591457477	0.486986697876016	0.518767071336459	0.909559433530991	0.533158058542075	0.919699198602248
