featureid	rab.all	rab.win.mother-post	rab.win.non-pregnant	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__unknown_Nitrosarchaeum;ASV__ASV_8_unknown_Nitrosarchaeum	0.519638129514317	0.420557659004476	0.658989055101515	0.216815966566506	4.36653869257113	0.0404646228440373	0.477113624679153	0.526884991562041	0.901560630101403	0.509657811680715	0.892643309819518
d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Candidatus_Nitrocosmicus;s__unknown_Candidatus_Nitrocosmicus;ASV__ASV_14_unknown_Candidatus_Nitrocosmicus	0.53031028313861	0.366664574960623	0.685618812484429	0.362833552725458	4.27815298359488	0.0736362047238841	0.462284483676237	0.431388022195938	0.884059265924226	0.458293783460119	0.895335372455302
d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__unknown_Nitrososphaeraceae;s__unknown_Nitrososphaeraceae;ASV__ASV_17_unknown_Nitrososphaeraceae	0.503520411021926	0.559075797006746	0.428346977579118	-0.127363261374635	4.18138071408354	-0.0256589831211398	0.487607758920661	0.524386621974349	0.913096036545252	0.514875079614319	0.906513857045355
d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__unknown_Nitrososphaeraceae;s__unknown_Nitrososphaeraceae;ASV__ASV_18_unknown_Nitrososphaeraceae	0.546621776097862	0.510223703438976	0.594846815637493	0.0274485359230319	4.26210563644599	0.00447456767976712	0.495689655276695	0.502943197428736	0.899968187324739	0.494275026146407	0.893082777853785
d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__unknown_Nitrososphaeraceae;s__unknown_Nitrososphaeraceae;ASV__ASV_21_unknown_Nitrososphaeraceae	0.588170187218464	0.639012390298623	0.51013557214165	-0.149656408819019	4.26738416148405	-0.0325688783261179	0.485191168909603	0.478416728331814	0.903104515405924	0.517057227276805	0.912577197953668
d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__unknown_Nitrososphaeraceae;s__unknown_Nitrososphaeraceae;ASV__ASV_22_unknown_Nitrososphaeraceae	0.480087652902675	0.440844645858689	0.514508036049953	0.120576103699899	4.31411566203351	0.0246476370352933	0.485191168909603	0.501488628140908	0.903806960658601	0.49735513510834	0.902291167738791
d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrosotaleales;f__Nitrosotaleaceae;g__Candidatus_Nitrosotalea;s__unknown_Candidatus_Nitrosotalea;ASV__ASV_25_unknown_Candidatus_Nitrosotalea	0.567462509268641	0.434684577047186	0.689089999910843	0.239157716723062	4.1915284254807	0.0517605043566542	0.474421109935849	0.48258761431838	0.905926881011036	0.469910986404612	0.904858550822386
d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrosotaleales;f__Nitrosotaleaceae;g__unknown_Nitrosotaleaceae;s__unknown_Nitrosotaleaceae;ASV__ASV_28_unknown_Nitrosotaleaceae	0.484047537049153	0.39275127186225	0.578670095410615	0.28461757386689	4.35947453313277	0.0515022556119004	0.470113086346791	0.480914935299829	0.902462530875999	0.488189620349988	0.907480996970864
d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrosotaleales;f__Nitrosotaleaceae;g__unknown_Nitrosotaleaceae;s__unknown_Nitrosotaleaceae;ASV__ASV_33_unknown_Nitrosotaleaceae	0.567143423085481	0.490440731170716	0.637936145622715	0.214880109232042	4.27701171497415	0.040440138331144	0.47521551784243	0.511607238310605	0.91082308507387	0.540413308919426	0.917377626457179
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium_lacus;ASV__ASV_37_Methanobacterium_lacus	0.552089048206271	0.501650823896383	0.624365094057487	0.119014025737826	4.24298941963909	0.0244688033470764	0.489499192499426	0.508516206087284	0.904789074458074	0.509140600345751	0.903082601459199
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium_lacus;ASV__ASV_39_Methanobacterium_lacus	0.512782334001802	0.389725473027747	0.629584327897229	0.273572268638794	4.19756867760028	0.0521779213304179	0.474959612884501	0.487073869580685	0.886107441165188	0.461151162540964	0.873726125429053
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium_lacus;ASV__ASV_40_Methanobacterium_lacus	0.473695102280653	0.386780970589203	0.576602334672904	0.109812279654238	4.25527543020929	0.0218101488233031	0.488960689550691	0.489779484824473	0.894457518527924	0.517397507694974	0.897273443944561
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__unknown_Methanobacterium;ASV__ASV_56_unknown_Methanobacterium	0.542136714319534	0.373552055945922	0.676605358962886	0.365779609276601	4.27479671218616	0.0722886325297236	0.463362069856628	0.45335505332826	0.882345586405418	0.45598812737774	0.880139467077465
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter_smithii;ASV__ASV_124_Methanobrevibacter_smithii	0.481141619141442	0.45020236130764	0.55095008742487	0.0946574955175441	4.24867817022506	0.0209418964059114	0.488960689550691	0.527187948839021	0.906168250071198	0.507936206365082	0.910231698591353
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter_smithii;ASV__ASV_79_Methanobrevibacter_smithii	0.601770250584536	0.501805188991731	0.67101548228691	0.19835237657723	4.30812370130602	0.0357469701543256	0.482758621107246	0.478622931388725	0.891164467021797	0.462128333782638	0.879164005901556
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter_smithii;ASV__ASV_82_Methanobrevibacter_smithii	0.647233678291547	0.601120316113355	0.673954511818178	0.109608034764985	4.17365075362922	0.030068942019932	0.487607758920661	0.48557272455469	0.89467043395451	0.499603639450241	0.894339336820639
