featureid	rab.all	rab.win.mother-post	rab.win.non-pregnant	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter_smithii;ASV__ASV_90_Methanobrevibacter_smithii	0.349128043967574	0.391576999828197	0.300935494881012	-0.0105172496257939	4.4235259876012	-0.00310933454927985	0.497844827638345	0.504317908009876	0.977530185786853	0.478716488796855	0.983440295845704
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__unknown_Methanosphaera;ASV__ASV_143_unknown_Methanosphaera	0.367481126198695	0.44005448986216	0.277041195668032	-0.00723631920552315	4.23752147386273	-0.00073839336187404	0.49919224557687	0.503629035285024	0.976871792567886	0.478990725469718	0.983365141357864
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__unknown_Methanosphaera;ASV__ASV_172_unknown_Methanosphaera	0.389307503693233	0.328163857660155	0.437960666834535	0.166035013764755	4.2576539832799	0.0337259837578131	0.479806139422555	0.475285024032602	0.977761494860746	0.461561062517427	0.984091280505255
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__unknown_Methanobacteriaceae;s__unknown_Methanobacteriaceae;ASV__ASV_179_unknown_Methanobacteriaceae	0.328108096095427	0.322189777297928	0.341482434374301	0.0274157805072388	4.27757216102919	0.00479139421212096	0.497576736730612	0.511194645168796	0.977263813619847	0.517180443848376	0.983295712664877
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__unknown_Woesearchaeales;g__unknown_Woesearchaeales;s__unknown_Woesearchaeales;ASV__ASV_285_unknown_Woesearchaeales	0.339098589418592	0.326853539737364	0.351103140450475	-0.121639609124149	4.28438878216971	-0.0254708463521761	0.487607758920661	0.502923226540586	0.977087010237964	0.517389716640759	0.985236419269971
d__Archaea;p__unknown_Archaea;c__unknown_Archaea;o__unknown_Archaea;f__unknown_Archaea;g__unknown_Archaea;s__unknown_Archaea;ASV__ASV_353_unknown_Archaea	0.357128844517884	0.423287413436164	0.274037245594157	-0.255024961768167	4.22557618128723	-0.0521315961180984	0.472521552390897	0.466968541513844	0.977595877842281	0.4933407802121	0.98534054237177
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriae;f__Acidobacteriae;g__Paludibaculum;s__unknown_Paludibaculum;ASV__ASV_378_unknown_Paludibaculum	0.333385412496886	0.349183136990723	0.3151570539399	-0.104119286519848	4.25996226196129	-0.0204294015475071	0.486530172739885	0.523974421439345	0.980370063866849	0.538688348913567	0.987701715763691
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bryobacter;s__unknown_Bryobacter;ASV__ASV_421_unknown_Bryobacter	0.368301393093402	0.263619398838609	0.472297702476574	0.233950737468895	4.15684605500661	0.0448246334477564	0.477370690203733	0.534807334238273	0.977427583956723	0.534951652503678	0.982638653597935
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__CL500-29_marine_group;s__unknown_CL500-29_marine_group;ASV__ASV_821_unknown_CL500-29_marine_group	0.33359122150064	0.333956486704677	0.329027608406538	-0.129885826000019	4.24039422512891	-0.0273062778295096	0.487883683653227	0.533532840581913	0.979575178198831	0.5738115770466	0.985836362924684
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_genomosp.;ASV__ASV_879_Actinomyces_genomosp.	0.30783465655977	0.223416075139646	0.361593378222555	0.118350839566697	4.25535652815147	0.0261415015230247	0.488146552011052	0.491525245894414	0.97472788627483	0.458000548694993	0.982101395373839
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_graevenitzii;ASV__ASV_880_Actinomyces_graevenitzii	0.50886693926542	0.416259212742962	0.610698759110972	0.332295307260077	4.56574625109547	0.0652780159190328	0.467672414578439	0.453099586407046	0.969856520955854	0.495244676356118	0.977437812371847
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_graevenitzii;ASV__ASV_881_Actinomyces_graevenitzii	0.561759245152597	0.463227130651946	0.69409336188597	0.324756377561608	4.75549831291568	0.0641392072445237	0.471728595192652	0.514474583476005	0.978401312145571	0.551433175118172	0.986409999564651
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_graevenitzii;ASV__ASV_882_Actinomyces_graevenitzii	0.461911152908177	0.322888024895152	0.586320169905086	0.528018926169841	4.68039642045434	0.0921269148426916	0.450431035693809	0.392253488915568	0.968902688378127	0.443715922291393	0.979022244250464
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_graevenitzii;ASV__ASV_883_Actinomyces_graevenitzii	0.475696658838071	0.438027791913705	0.518831127557768	0.0751451972355408	4.52993419409798	0.0144212727564457	0.490037695448163	0.559236327737025	0.979495647478892	0.546717314904237	0.986067149632002
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_graevenitzii;ASV__ASV_884_Actinomyces_graevenitzii	0.359061308320141	0.284850486226946	0.435881920929512	0.153661861670183	4.4185285098683	0.0291913282889617	0.48221982801688	0.506429783490641	0.976503304115182	0.519407021681423	0.981889009910264
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_graevenitzii;ASV__ASV_885_Actinomyces_graevenitzii	0.419203692347189	0.380594838073902	0.461078669100241	0.136212312508218	4.43999803100916	0.030246907526053	0.488146552011052	0.565402345593889	0.981821410550103	0.572348904806238	0.98754633040885
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_graevenitzii;ASV__ASV_886_Actinomyces_graevenitzii	0.334698681531514	0.321335837633384	0.361487670430163	0.0686899359683082	4.34236467886916	0.0186346345871274	0.489762931282237	0.518502676566753	0.977941477552366	0.512142617693105	0.983669017823607
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_graevenitzii;ASV__ASV_887_Actinomyces_graevenitzii	0.383251017392102	0.491552589779473	0.257176647844508	-0.381309461650805	4.46276057239123	-0.0718087878370236	0.461206897495871	0.469576516432857	0.978068202592523	0.49231246046574	0.983828870922032
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_graevenitzii;ASV__ASV_888_Actinomyces_graevenitzii	0.449997150994125	0.416653824138416	0.530509735920476	0.234310135964583	4.41066969682178	0.0441711013125556	0.478729133525184	0.479914123163086	0.97848464876126	0.518584984586901	0.98699050570547
