featureid	rab.all	rab.win.mother-pre	rab.win.non-pregnant	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__unknown_Nitrosarchaeum;ASV__ASV_4_unknown_Nitrosarchaeum	0.544151394122399	0.595466286466677	0.494023270777874	-0.213612685845186	4.34905663282081	-0.04917241203389	0.479267636473868	0.497787026275273	0.963958824719353	0.481277787075653	0.964916109629281
d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__unknown_Nitrosarchaeum;ASV__ASV_8_unknown_Nitrosarchaeum	0.555164580029338	0.4686831974749	0.64632423249615	0.229544313033669	4.2629255009854	0.0473146686679879	0.474137931661803	0.508137652562542	0.965962894618012	0.494111710030136	0.968230460532516
d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Candidatus_Nitrocosmicus;s__unknown_Candidatus_Nitrocosmicus;ASV__ASV_14_unknown_Candidatus_Nitrocosmicus	0.560182070612568	0.51928469471208	0.612456375755007	0.0491986216505618	4.27097664899177	0.00892610398415976	0.495150862186285	0.482985216954067	0.960872478835537	0.480651275783843	0.966279302637197
d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__unknown_Nitrososphaeraceae;s__unknown_Nitrososphaeraceae;ASV__ASV_22_unknown_Nitrososphaeraceae	0.666885854036836	0.682138642868197	0.637980909529586	0.0310213847915541	4.14261804080291	0.00659790503735535	0.497306034547931	0.51739823215375	0.968102986003876	0.491773394923245	0.967303056801995
d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrosotaleales;f__Nitrosotaleaceae;g__Candidatus_Nitrosotalea;s__unknown_Candidatus_Nitrosotalea;ASV__ASV_25_unknown_Candidatus_Nitrosotalea	0.5768328715737	0.474471414298193	0.702949008323335	0.269222907381423	4.22509911101289	0.0539405218934341	0.470905173120032	0.484829420414973	0.962399699702309	0.462514000740568	0.963839198717815
d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrosotaleales;f__Nitrosotaleaceae;g__unknown_Nitrosotaleaceae;s__unknown_Nitrosotaleaceae;ASV__ASV_28_unknown_Nitrosotaleaceae	0.542721597185891	0.482859741734961	0.608945106007222	0.138567488190771	4.29997628818234	0.0266217768250306	0.483037157114749	0.492941106296504	0.965111111004445	0.525678408610324	0.971569686630694
d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrosotaleales;f__Nitrosotaleaceae;g__unknown_Nitrosotaleaceae;s__unknown_Nitrosotaleaceae;ASV__ASV_33_unknown_Nitrosotaleaceae	0.57069126143834	0.549505439590662	0.60860002782148	0.0554724931145447	4.15844116110018	0.0118350970374739	0.493807216089362	0.491225285247935	0.960417415717	0.514281111547721	0.963832235427687
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium_lacus;ASV__ASV_37_Methanobacterium_lacus	0.589540854192046	0.539811738079469	0.642473580289994	0.157360420509939	4.35369622328404	0.0326601625878913	0.484375000378362	0.522104050994556	0.968638879149209	0.521734209980091	0.972481009945555
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium_lacus;ASV__ASV_39_Methanobacterium_lacus	0.531414797989679	0.375186898076527	0.646980762411627	0.21320423387576	4.23440352433442	0.0446548442081379	0.473060345481194	0.49976761314304	0.964043453048688	0.488193740850317	0.964306454177271
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium_lacus;ASV__ASV_40_Methanobacterium_lacus	0.561573274874841	0.538147180718243	0.583876519409973	0.0699163185848626	4.23686680111167	0.0146542076034805	0.490840517463035	0.510738234542713	0.965937331736011	0.529738051536576	0.962725595803896
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__unknown_Methanobacterium;ASV__ASV_56_unknown_Methanobacterium	0.579892945387062	0.528374719352397	0.628199589892417	0.166526315779027	4.28981256600095	0.0360243665447261	0.475498115833158	0.492206868317449	0.961945512280099	0.481250113329764	0.969371569345781
